country,energy_type,year,energy_consumption,energy_production,gdp,population,energy_intensity_per_capita,energy_intensity_by_gdp,co2_emission
Congo-Kinshasa,natural_gas,2002,0,0,30.3287,49871.7,1.47509147710316,2.42560082095987,0
Congo-Kinshasa,petroleum_n_other_liquids,2002,0.01646548068,0.04863589708561,30.3287,49871.7,1.47509147710316,2.42560082095987,1.4
Congo-Kinshasa,renewables_n_other,2002,0.057053109,0.061536477,30.3287,49871.7,1.47509147710316,2.42560082095987,0
Costa Rica,all_energy_types,2002,0.153955553842147,0.075343988,47.8005,4100.92,37.5417110897427,3.22079379592572,5.410743689
Costa Rica,coal,2002,8.61050210845135E-08,0,47.8005,4100.92,37.5417110897427,3.22079379592572,0.089586734918406
Costa Rica,natural_gas,2002,0,0,47.8005,4100.92,37.5417110897427,3.22079379592572,0
Costa Rica,petroleum_n_other_liquids,2002,0.080378044182032,0,47.8005,4100.92,37.5417110897427,3.22079379592572,5.32115695378041
Costa Rica,renewables_n_other,2002,0.073577423555094,0.075343988,47.8005,4100.92,37.5417110897427,3.22079379592572,0
Croatia,all_energy_types,2002,0.373069008281422,0.165196754236967,82.68409,4305.425,86.6509132737005,4.51198057911047,20.354522635
Croatia,coal,2002,0.022285417423763,0,82.68409,4305.425,86.6509132737005,4.51198057911047,1.78312450819986
Croatia,natural_gas,2002,0.09724373715,0.055833015,82.68409,4305.425,86.6509132737005,4.51198057911047,5.571398127
Croatia,petroleum_n_other_liquids,2002,0.18832360410654,0.055334936236967,82.68409,4305.425,86.6509132737005,4.51198057911047,13
Croatia,renewables_n_other,2002,0.065216249601119,0.054028803,82.68409,4305.425,86.6509132737005,4.51198057911047,0
Cuba,all_energy_types,2002,0.349061584582346,0.13524347905,78.2632,11199.7,31.167047740774,4.46009854672881,32.68766906
Cuba,coal,2002,0.000663938708406,0,78.2632,11199.7,31.167047740774,4.46009854672881,0.099141089268745
Cuba,natural_gas,2002,0.01294118175,0.01294118175,78.2632,11199.7,31.167047740774,4.46009854672881,0.588527971
